Name,Industry,Size,Postcode,LADCD
"Profit Impact","Management  consultant - for-profits",1-9,ECV1 2NX,
"HRA Global","Other personal services",1-9,TQ1 3NT,E06000027
"Grand Bequest LTD","Software publishing and SaaS platforms",1-9,G2 4JR,S12000049
"eccountinc (Crosshill Associates Ltd)","Accounting & auditing",0,BT29 4JN,N09000007
"Clear","Environmental consulting",0,WC1N 3AX,E09000007
"Prodigy Snacks Limited","Food products",1-9,SW8 4BG,E09000032
"Drop Bear Beer Co.","Beverages",1-9,SA61 1QQ,W06000009
"Ecologi","Other personal services",10-49,N13 4BS,E09000010
"Felloh","Other professional, scientific & tech",1-9,NG32 2LW,E07000141
"Wild Visual Communications Limited","Other professional, scientific & tech",1-9,GU27 1PN,E07000216
"I Love My Job Ltd","Other professional, scientific & tech",1-9,SE1 7ND,E09000022
"Counting Clouds Cambridgeshire Limited","Accounting & auditing",0,PE2 6BT,E06000031
"Meg Rivers Bakers of Happiness","Food products",1-9,CV36 4PE,E07000221
"Troubadour Goods Ltd","Other retail sale",1-9,W1F 9SN,E09000033
"Bower Collective","Personal care products",1-9,BA4 6PZ,E06000066
"Bequest","Life insurance",1-9,W85EH,E09000020
"CRU Kafe Ltd","Beverages",1-9,SE1 8PB,E09000028
"The Good Board","Other professional, scientific & tech",0,SW1,
"Pawprint","Social networks & info sharing",10-49,EH2 4AN,S12000036
"Rise To Limited (trading as Learn Amp)","Software publishing and SaaS platforms",10-49,SE1 9RS,E09000028
"Lighthouse","Film, TV & music production",1-9,N14EN,E09000012
"The Plant Creative Ltd.","Spec design (non-building)",1-9,E8 3QA,E09000012
"Mesh Energy Ltd","Engineering",1-9,GU9 7RX,E07000216
"Mytton Williams","Advertising & market research",1-9,BA2 6NG,E06000022
"Cap Equity Advisors","Other financial services",1-9,WC2H 9JQ,E09000007
"Presto Coffee Roasters","Food products",1-9,SW1V 4HH,E09000033
"Punchy Drinks","Beverages",1-9,SL6 1EF,E06000040
"Connect Three","Other business support",10-49,G40 2AA,S12000049
"Sail Creative","Advertising & market research",1-9,NE6 1LD,E08000021
"Simpsons Malt Ltd","Agricultural Processing",50-249,TD15 2UZ,E06000057
"Saboteur Limited","Advertising & market research",1-9,W1U 6HD,E09000033
"A Studio of Our Own","Other info service activities",1-9,W1F 9SR,E09000033
"Cedita","Software publishing and SaaS platforms",1-9,M1 5AN,E08000003
"Inclusive Trade Ltd.","Web portals",1-9,EC2A 2BB,E09000019
"Naked Sprout","Personal care products",1-9,BH16 6FA,E06000059
"Consciam Limited","Environmental consulting",0,TR11 5AL,E06000052
"400 Communications Limited","Advertising & market research",1-9,EC1M 3JU,E09000007
"Relove Technology Limited","Computers & electronics",1-9,EC2A 4EG,E09000012
"Picnic","Social networks & info sharing",1-9,E8 3PN,E09000012
"Fit for Purpose Consultancy Ltd","Environmental consulting",0,OX13 6QT,E07000180
"Covatic Ltd","Software publishing and SaaS platforms",10-49,B2 5ST,E08000025
"Clearly PR","Other professional, scientific & tech",10-49,BA1 2QP,E06000022
"Fox and Hare Group Ltd","Advertising & market research",1-9,E8 3SJ,E09000012
"TrueStart Coffee","Beverages",1-9,BS1 6AA,E06000023
"The Food Brand Guys","Other personal services",1-9,EC2A 4NE,E09000012
"Full Circle Funerals","Other human health",10-49,LS20 8LZ,E08000035
"Webmart","Other publishing activities",10-49,OX26 4UL,E07000177
"The Recycled Assets Company Ltd (T/A - TRACOuk)","Postal & courier activities",10-49,PO3 5JS,E06000044
"Islandbridge Capital Limited","Investment advising",1-9,W1J 6QH,E09000033
"Y.O.U Underwear","Apparel",1-9,OX2 7TF,E07000178
"Enriched Horizons","Environmental consulting",0,PL14 4TJ,E06000052
"Storm Consultancy","Software publishing and SaaS platforms",10-49,BA11BE,E06000022
"Summerdown Farms ltd","Mixed Farming",1-9,RG23 7EY,E07000084
"Marvellous Maps (Squeaky Wheels Ltd)","Books or other media",1-9,EX14 1PY,E07000040
"The Typeface (Grp) Ltd","Web portals",1-9,RG21 4HG,E07000084
"Rodda's","Food products",50-249,TR16 5BU,E06000052
"HEIGHTS","Personal care products",10-49,WC1N 3AX,E09000007
"XeroE Ltd","Transportation support",1-9,EC1V 2NX,E09000019
"Tracklements","Food products",50-249,SN16 0RD,E06000054
"Kin and Carta Europe","Mobile applications",250-999,N1 9BE,E09000019
"People and Transformational HR Ltd","Management  consultant - for-profits",1-9,NN9 5DU,E06000061
"Belazu Ingredient Company","Food products",50-249,UB68LZ,E09000009
"Farmstand","Food products",1-9,EC1V 2NX,E09000019
"Leadership Coaching Ltd","Other education",1-9,BA26AG,E06000022
"Blue Zoo Productions Ltd","Film, TV & music production",250-999,NW1 3AU,E09000033
"Exclusive Collection","Accommodation",250-999,GU19 5EU,E07000214
"Blurred","Other personal services",10-49,EC1V 3PS,E09000019
"We Made That LLP","Architecture design & planning",10-49,SE1 3DG,E09000028
"Jump Design & Print Ltd","Printing & recorded media",10-49,SG12 8HG,E07000242
"Gousto","Food products",1000+,W14 0EE,E09000013
"SR2 - Socially Responsible Recruitment","Other professional, scientific & tech",10-49,BS1 6AA,E06000023
"Neverbland","Other professional, scientific & tech",10-49,EC2A 3PE,E09000012
"Higgidy","Food products",250-999,BN43 6PB,E07000223
"MAPP Ltd","Facilities & cleaning services",250-999,W1W 5QZ,E09000033
"The Upside","Other info service activities",1-9,WC2H 9JQ,E09000007
"Coutts & Company","Deposit bank - Developed Markets",1000+,WC2R 0QS,E09000033
"nlhEnvironmental T/A True Horizon","Environmental consulting",0,SO41 9GH,E07000091
"TSP","Real estate - leased property",10-49,WC1A 1HH,E09000007
"x+why","Membership organizations",1-9,E1 1EW,E09000030
"TENZING","Beverages",10-49,NR6 6BB,E07000148
"HelloFresh UK","Food products",1000+,EC2A 2EZ,E09000012
"Spektrix","Software publishing and SaaS platforms",50-249,EC4Y 8EN,E09000001
"Robson Laidler","Accounting & auditing",50-249,NE21TJ,E08000021
"Choose a Challenge","Other recreation",1-9,SE1 0HS,E09000028
"Nile HQ","Pension/retirement plans",10-49,EH3 6SU,S12000036
"Rude Health","Food products",10-49,SW6 4NZ,E09000013
"MCM","Architecture design & planning",10-49,SE1 1PP,E09000028
"Endzone.io Ltd t/a HappyPorch","Computer programming services",10-49,G2 4JR,S12000049
"CGE Partners LLP","Investment advising",10-49,W1J 6BX,E09000033
"Positive Momentum Limited","Management  consultant - for-profits",1-9,SG5 3UW,E07000099
"Propellernet Ltd","Advertising & market research",50-249,BN1 1EG,E06000043
"Owen Mumford Ltd","Medical & dental supplies",250-999,OX20 1TU,E07000181
"MPM Products Ltd","Food products",50-249,M22 5XB,E08000003
"Timetastic","Software publishing and SaaS platforms",1-9,M1 1AN,E08000003
"Kri Skincare","Personal care products",0,CM14 4DR,E07000068
"Mission Performance Limited","Management  consultant - for-profits",1-9,PO13 9FX,E07000088
"The Executive Coaching Consultancy","Management  consultant - for-profits",10-49,EC3M 1EB,E09000001
"Legacy Events Group Ltd","Management  consultant - for-profits",1-9,OX4 1AW,E07000178
"Sipsmith","Beverages",50-249,W4 2LJ,E09000018
"Engage Interactive Limited","Computer programming services",10-49,LS9 8AG,E08000035
"Wolf & Badger Ltd","Other personal services",50-249,W1F 0QB,E09000033
"eOffice","Membership organizations",10-49,W1T 1JU,E09000033
"Full Steam Espresso Limited (T/A Volcano Coffee Works & Assembly Coffee)","Beverages",10-49,SW9 8FR,E09000022
"Space Doctors Ltd","Management  consultant - for-profits",10-49,BN3 3JQ,E06000043
"Wild Nutrition Ltd","Personal care products",10-49,BN7 2FQ,E07000063
"Private Public Limited (PPL)","Management consultant - nonprofits",10-49,SE12BE,E09000028
"Good Business","Management  consultant - for-profits",10-49,W1D 6JL,E09000033
"LAS","Other professional, scientific & tech",1-9,CV32 7AB,E07000222
"True.","Equity investing - Developed Markets",10-49,SW1E 6NF,E09000033
"UKE HOME SOLUTIONS LTD","General second-hand goods",10-49,WA8 0WN,E06000006
"The Kairos Project","Other professional, scientific & tech",1-9,GL6 7LE,E07000082
"House of Baukjen (Izzie & Ollie ltd)","Apparel",10-49,NW1 8AW,E09000007
"ELE","Management  consultant - for-profits",0,WC2A 2JR,E09000033
"Yellow Sub Geo Ltd","Environmental consulting",1-9,CF10 5AD,W06000015
"Reward Loyalty UK Ltd Reward","Other professional, scientific & tech",1-9,W1W 8BJ,E09000033
"William Joseph","Other professional, scientific & tech",1-9,N1 7GU,E09000012
"Total Media Group Ltd","Advertising & market research",50-249,W1F 8GQ,E09000033
"Gradient Consultants Limited","Other professional, scientific & tech",1-9,BN228PW,E07000061
"Powder Bowl Trading Ltd","Food products",10-49,W2 1AY,E09000033
"Umberto Giannini Hair Cosmetics Limited","Personal care products",1-9,WR1 2QY,E07000237
"DiSRUPT Agency","Employment placement & HR",1-9,RG1 3BD,E06000038
"Nurture Brands","Food products",10-49,W1K 3JE,E09000033
"Flawsome Brands LTD","Food products",1-9,NP44 3AU,W06000020
"Business West","Other professional, scientific & tech",50-249,BS8 3RA,E06000024
"Boutique Modern Ltd.","Construction",10-49,BN9 0BX,E07000063
"Wholebake Limited","Food products",50-249,LL219RR,W06000004
"ilka","Advertising & market research",0,G41 3QG,S12000049
"graze","Food products",250-999,KT1 2BA,E09000021
"Big Clean Switch","Other professional, scientific & tech",1-9,BH2 5lp,E06000058
"Octopus Group","Equity investing - Developed Markets",250-999,EC1N 2HT,E09000001
"RPM","Advertising & market research",50-249,W12 9JW,E09000013
"AKO Capital LLP","Investment advising",50-249,W1T 1PB,E09000033
"Coffee and TV Group Ltd","Film, TV & music production",10-49,EC1R 5AR,E09000007
"Borough Broth Company Limited","Food products",10-49,UB6 8PW,E09000009
"Verve Graphic Design & Marketing Ltd","Web portals",1-9,SY3 5AL,E06000051
"Stride Treglown","Architecture design & planning",250-999,BS8 3NE,E06000023
"Campion Capital","Other financial services",10-49,W1U 4LZ,E09000033
"One Tribe","Software publishing and SaaS platforms",1-9,M3 4LZ,E08000003
"Fenton","Jewelry & related articles",10-49,W1C 2PE,E09000033
"Joro Experiences","Travel agency & related",1-9,W1B 2LB,E09000033
"Sero Technologies Ltd","Other renewable energy installation",1-9,CF10 1BR,W06000015
"Anthesis Group","Management  consultant - for-profits",250-999,NW1 3AL,E09000007
"Useful Simple Trust","Engineering",50-249,EC4Y 0HP,E09000001
"D.R.WAKEFIELD & COMPANY LIMITED","Other/general wholesale trade",10-49,SE10UQ,E09000028
"ScienceMagic.Inc","Advertising & market research",50-249,W12 7FQ,E09000013
"Thrive Renewables plc","Other renewable energy installation",10-49,BS15AS,E06000023
"Dear Green Coffee Roasters","Beverages",1-9,G1 5DT,S12000049
"FiftyEight","Other professional, scientific & tech",1-9,L10 1LD,E08000012
"Pala Eyewear","Apparel",0,BN3 1DH,E06000043
"Danone Waters UK &  Ireland","Beverages",50-249,W4 5YG,E09000018
"Mannion Daniels Limited","Other human health",50-249,BA12NN,E06000022
"Stoane Lighting","Electrical equipment",10-49,EH20 9LZ,S12000019
"Ocean Bottle","Other retail sale",1-9,W1D 3QR,E09000033
"Beyond Governance Limited","Legal activities",10-49,EC1V 2NX,E09000019
"QSA Partners LLP","Environmental consulting",0,NN13 5GG,E06000062
"Haddon Coaching","Other professional, scientific & tech",0,Ba3 5en,E06000066
"Veramed","Medical & dental practice",50-249,TW1 3QS,E09000027
"Fusion Associates","Other personal services",1-9,OX7 5BH,E07000181
"Justgood","Other/general wholesale trade",1-9,WD62BT,E07000098
"Dr. Will's","Food products",10-49,NE31LX,E08000021
"Love Struck (F&B) Ltd","Food products",1-9,GU2 7YD,E07000209
"Pura Aventura","Travel agency & related",10-49,BN1 1NF,E06000043
"Mama Bamboo Ltd","Personal care products",1-9,HP4 3QR,E07000096
"House of Hackney","Furniture",10-49,EC2A 4ER,E09000012
"Wallbrook","Other info service activities",10-49,EC3A 5BZ,E09000001
"Amber","Other renewable energy installation",50-249,CF10 1FS,W06000015
"ev dot energy limited","Software publishing and SaaS platforms",50-249,EC2A 4NE,E09000012
"The Imagination Factory","Other professional, scientific & tech",1-9,W4 5PY,E09000018
"Fat Beehive","Other info service activities",10-49,SE1 1QR,E09000028
"Addvert","Advertising & market research",1-9,SE1 7ND,E09000022
"Snowball","Investment advising",10-49,EC1A 7DH,E09000001
"Little Soap Company","Personal care products",10-49,WR12 7AL,E07000238
"Shift Insight","Advertising & market research",10-49,SW9 9UH,E09000022
"Dash Water","Beverages",10-49,W1T 7QZ,E09000007
"Swiftpak Ltd","Other/general wholesale trade",10-49,RG7 4AH,E06000037
"FORE Advisors LLP","Real estate development",1-9,W1S 2TQ,E09000033
"Hattiers Rum","Beverages",1-9,PL8 1JZ,E07000044
"ActionFunder","Management consultant - nonprofits",10-49,WC2E 9BF,E09000033
"Earthly Limited","Mobile applications",1-9,W12 7FR,E09000013
"Thinks Insight & Strategy","Advertising & market research",10-49,WC2R 1LA,E09000033
"Herb UK Ltd","Other manufacturing",50-249,SO418LW,E07000091
"o3e Limited","Other personal services",1-9,BN43 6RE,E07000223
"JustSo","Film, TV & music production",10-49,WC1H 9SN,E09000007
"Honest Mobile","Telecommunications",10-49,SW9 6DE,E09000022
"NuServe Limited","Facilities & cleaning services",50-249,RH11 0NY,E07000227
"Flower of Life Ltd - Equinox Kombucha","Beverages",10-49,HX7 5HZ,E08000033
"Happy","Other education",10-49,E1 8DE,E09000030
"Matchable Ltd","Other professional, scientific & tech",1-9,wc2a 2jr,E09000033
"MMC Ventures Limited","Equity investing - Developed Markets",10-49,WC1V 6AZ,E09000007
"Hoxby","Other professional, scientific & tech",0,N1 7GU,E09000012
"Lightful","Software publishing and SaaS platforms",10-49,SE1 4PG,E09000028
"Selesti","Social networks & info sharing",1-9,NR2 2RA,E07000148
"Evergreen Life","Mobile applications",10-49,M35NA,E08000006
"Given Agency Limited","Environmental consulting",10-49,E1 6HU,E09000012
"VIVOBAREFOOT","Apparel",50-249,EC1M 5UE,E09000019
"Bighams","Food products",250-999,NW10 7AW,E09000005
"Re_Set","Management  consultant - for-profits",10-49,WC2R 1LA,E09000033
"Altor Wealth Management LLP","Investment advising",1-9,RG27 9HA,E07000089
"Standing on Giants","Social networks & info sharing",50-249,SW7 4AG,E09000020
"Riverford Organic Farmers Ltd","Agicultural support/post-harvest",250-999,TQ11 0JU,E07000044
"Alpkit","Sports goods",50-249,NG16 3QU,E07000172
"Aromatherapy Associates","Personal care products",50-249,TW8 9DN,E09000018
"Seacourt Ltd","Printing & recorded media",10-49,OX4 2SE,E07000178
"Gene Style LTD","Apparel",1-9,NW8 0AD,E09000033
"Zen Internet Ltd","Telecommunications",250-999,OL11 1RY,E08000005
"Jude's","Food products",50-249,SO21 1QA,E07000094
"One+All","Apparel",50-249,SK4 5DZ,E08000007
"Considerate Group","Environmental consulting",10-49,W2 1AY,E09000033
"Newcore Capital Management LLP","Equity investing - Developed Markets",10-49,W1F 9BQ,E09000033
"First Wealth (London) Limited","Investment advising",10-49,W1U 7EN,E09000033
"Accept & Proceed","Other personal services",10-49,E8 2FN,E09000012
"Connected Asset Management","Equity investing - Developed Markets",1-9,EC4A 1LT,E09000001
"Origin Coffee Holdings Ltd","Food products",50-249,TR13 9FJ,E06000052
"Jamie Oliver Group Limited","Restaurants & food service",50-249,N7 7BL,E09000019
"CIRCA5000","Investment advising",10-49,EC2A 4NE,E09000012
"The Standing CT Company Limited","Medical & dental supplies",1-9,HP11 1JU,E06000060
"Planit I.E. Limited","Architecture design & planning",50-249,WA14 1DY,E08000009
"Wilton London","Cleaning products",1-9,EC2A 3QQ,E09000012
"Epicurean Dairy UK Ltd - The Collective UK","Food products",10-49,W12 7FQ,E09000013
"Dark Woods Coffee","Food products",10-49,HD7 6LS,E08000034
"Matrix APA (UK) Ltd","Personal care products",50-249,WC1A 1EU,E09000007
"Holden & Partners","Investment advising",10-49,EC1R 3BX,E09000019
"The Sourcing Team Ltd","Other/general wholesale trade",1-9,SM6 8ND,E09000029
"Greenwood Place Limited","Other personal services",1-9,WC2R 1LA,E09000033
"3Keel Group Ltd","Management  consultant - for-profits",50-249,OX29 8LN,E07000181
"The Social Innovation Partnership","Other professional, scientific & tech",10-49,SW1P 2PD,E09000033
"Oddbox","Food products",50-249,SW8 5EL,E09000032
"Ward Williams","Architecture design & planning",50-249,TR4 9LD,E06000052
"Bemari Ltd","Management  consultant - for-profits",1-9,HP2 5HL,E07000096
"Lovat Parks","Rent/lease: other goods",50-249,SW1W 9SH,E09000033
"Anglia Print","Printing & recorded media",1-9,NR34 7TQ,E07000244
"Rubies in the Rubble","Food products",1-9,SE11 5RB,E09000022
"IDNet","Telecommunications",10-49,SG5 2DF,E07000099
"Joseph Homes Regeneration Limited","Real estate development",10-49,SE1 8ST,E09000022
"BecomingX","Education & training services",1-9,EC4R 1BE,E09000001
"Bruichladdich Distillery Co. Ltd","Beverages",50-249,PA49 7UN,S12000035
"REDBOX Group","Paper & paper products",10-49,TW16 7EB,E07000213
"Investindustrial","Equity investing - Developed Markets",50-249,SW3 1 AF,E09000020
"Amamus Ltd","Beverages",1-9,SO24 9TX,E07000084
"Ananas Anam","Textiles",10-49,WC2R 1LA,E09000033
"Maanch","Other financial services",1-9,WC2R 1AT,E09000033
"Voice Communications Limited","Other business support",10-49,CO5 9US,E07000071
"Worthstone Limited","Other financial services",1-9,WC2H 7DQ,E09000033
"Ecosurety","Membership organizations",10-49,BS16JQ,E06000023
"Yoyo Design","Web portals",10-49,TN4 8BS,E07000116
"Nice and Serious","Advertising & market research",10-49,E1 1EW,E09000030
"Human After All","Other info service activities",10-49,EC1N 7RJ,E09000007
"Bird Eyewear","Apparel",1-9,EX4 8DS,E07000041
"OxfordSM","Management  consultant - for-profits",10-49,GU22 8BF,E07000217
"Blue Tit","Hairdressing & other beauty services",50-249,N16 8BH,E09000012
"Library","Advertising & market research",1-9,BN3 1RF,E06000043
"Reconome Technologies Ltd.","Computer & electronic products",10-49,E11 4RA,E09000031
"The Happy Prize Company","Other human health",0,CR3 6ND,E07000215
"The Wool Packaging Company Ltd","Food products",50-249,ST15 0SS,E07000197
"Harrogate Spring Water","Beverages",50-249,HG2 0QB,E06000065
"Brink","Management  consultant - for-profits",10-49,IP28 7DE,E07000245
"Made Open","Social networks & info sharing",1-9,TR5 0NT,E06000052
"Egremont Group","Management  consultant - for-profits",10-49,EX3 0EG,E07000041
"Hitch Marketing Limited","Advertising & market research",10-49,Ch623NX,E08000015
"Sales: Untangled®","Management  consultant - for-profits",0,SL8 5LF,E06000060
"Ecobooth","Advertising & market research",1-9,W1D 3HD,E09000033
"Thomson & Scott Ltd","Beverages",1-9,EC1R 0JH,E09000019
"Raw London","Film, TV & music production",10-49,W1J 9EH,E09000033
"The Craftory","Equity investing - Developed Markets",10-49,W1J 9EJ,E09000033
"Freud Communications Limited","Other professional, scientific & tech",250-999,W1T 1AL,E09000007
"DUPE VFX","Film, TV & music production",50-249,E8 3DL,E09000012
"The Beautiful Truth Group","Film, TV & music production",10-49,E2 7DJ,E09000030
"Revolt London","Management  consultant - for-profits",50-249,NW1 7DE,E09000007
"Solve","Data processing & hosting",1-9,TR8 4GZ,E06000052
"Second Home","Facilities & cleaning services",50-249,E1 5JL,E09000030
"Envopap Limited","Paper & paper products",1-9,W8 4DB,E09000020
"ARK coworking","Facilities & cleaning services",1-9,N1 9QW,E09000019
"Hobbs House Bakery","Food products",50-249,BS37 6AA,E06000025
"Coaltown Limited","Beverages",10-49,SA18 2LS,W06000010
"ustwo","Mobile applications",50-249,E1 6HU,E09000012
"Low Carbon Limited","Solar panel installation",50-249,SW1Y 5AD,E09000033
"All Market Europe Ltd","Beverages",10-49,EC1M 6HA,E09000019
"Small Beer Brew Co. ltd","Beverages",10-49,SE16 3DH,E09000028
"Kakou Technologies","Scientific R&D",1-9,S40 1UT,E07000034
"Studio Republic","Advertising & market research",1-9,SP10 5RG,E07000093
"Sawday's","Accommodation",50-249,BS1 4RW, UK,
"Helios Investment Partners","Equity investing - Emerging Markets",50-249,SW1Y 4QU,E09000033
"Contexis Ltd","Management  consultant - for-profits",1-9,W1J 5BF,E09000033
"Radiant Law","Legal activities",10-49,EC1N 2SW,E09000007
"Pentameter","Management  consultant - for-profits",0,M20 6TZ,E08000003
"The Organic Agency","Advertising & market research",10-49,EX5 1FY,E07000040
"Guardian Media Group","Publishing - newspapers & magazines",1000+,N1 9GU,E09000019
"MTArt Agency","Arts & entertainment",10-49,W1U 3AP,E09000033
"World of Books Group","Books or other media",250-999,BN12 4QY,E07000229
"Pip & Nut","Food products",10-49,E1 6JJ,E09000012
"Jago","Management  consultant - for-profits",1-9,GU1 2AB,E07000209
"Don't Cry Wolf","Advertising & market research",10-49,WC1V 6HG,E09000007
"ADLIB","Other personal services",10-49,BS1 2NH,E06000023
"Paradigm Norton Financial Planning Ltd","Investment advising",50-249,BS20 0DD,E06000024
"Adam Smith International","Management  consultant - for-profits",250-999,EC4Y 0AB,E09000001
"Ethical Angel","Data processing & hosting",1-9,SW18 4GQ,E09000032
"Bikmo Limited","Non-life insurance",10-49,CH1 4QT,E06000050
"The Body Shop International","Personal care products",250-999,BN17 6LS,E07000224
"Framework Training Limited","Other professional, scientific & tech",1-9,SN8 2BS,E06000054
"BIRDIE CARE SERVICES LIMITED","Residential elderly & disabled care",50-249,W8 5HD,E09000020
"Pulse Brands","Management  consultant - for-profits",1-9,WC2E 9JY,E09000033
"Provenance","Software publishing and SaaS platforms",10-49,N1 9AB,E09000019
"Milk & Honey PR","Other professional, scientific & tech",10-49,SW11 8BZ,E09000032
"Happiful","Other info service activities",10-49,GU15 3YL,E07000214
"E Co.","Environmental consulting",10-49,SE1 9RS,E09000028
"E.C.One","Jewelry & related articles",1-9,EC1R 4QL,E09000019
"Artfinder","Web portals",10-49,W1U 6BP,E09000033
"The Cheeky Panda","Cleaning products",10-49,EC3R 6EN,E09000001
"LVK Global","Management  consultant - for-profits",1-9,SW151AZ,E09000032
"Wildwood Ecology Limited","Environmental consulting",10-49,GL5 2QG,E07000082
"Montanaro Asset Management","Equity investing - Developed Markets",10-49,EC2R 8AR,E09000001
"Made for Life Organics Ltd","Personal care products",1-9,TR13FF,E06000052
"Form","Food products",1-9,W2 5EU,E09000033
"Good-Loop","Other info service activities",10-49,EH3 6AA,S12000036
"Lifesaver Power","Electrical equipment",1-9,SE1 7SJ,E09000022
"eco action games","Games & toys",0,SW2 3TH,E09000022
"Kennedy Woods Architecture Ltd","Architecture design & planning",1-9,SE15 3SN,E09000028
"Fluid Branding","Other business support",50-249,PL26 8WE,E06000052
"WildHearts Group","General retail via Internet",10-49,G5 8BE,S12000049
"Living Alive","Management  consultant - for-profits",0,IV36 3QJ,S12000020
"Town Square Spaces Ltd.","Membership organizations",10-49,CF83 3GG,W06000018
"Society","Other professional, scientific & tech",10-49,WC1V 6HG,E09000007
"Ecotone UK (trading as Kallo Foods Ltd)","Food products",50-249,GU17 9AB,E07000089
"DAME.","Personal care products",10-49,NR66BB,E07000148
"Vegetarian Express Ltd","Food products",50-249,WD24 7RY,E07000103
"Scrumbles","Food products",1-9,CR0 6EB,E09000008
"L&Co Design Ltd.","Other info service activities",1-9,N5 2ER,E09000019
"FundApps","Software publishing and SaaS platforms",50-249,EC2A 3AH,E09000012
"Abundance Investment","Other financial services",10-49,W10 4BQ,E09000005
"Pineapple Sustainable Partnerships","Management  consultant - for-profits",1-9,OX13 6SS,E07000180
"Articulate Marketing","Advertising & market research",10-49,RG20 8AW,E06000037
"Beryl","Other transport equipment",50-249,EC2A 4PS,E09000012
"REAL Fundraising","Membership organizations",50-249,E14 8PX,E09000030
"Sweetmans & Partners","Management  consultant - for-profits",0,CF5 1FA,W06000015
"Delphis Eco","Cleaning products",10-49,SE1 7PB,E09000022
"Good Innovation","Management consultant - nonprofits",10-49,SE1 9PD,E09000028
"Mindful Chef","Food products",50-249,SW18 1UY,E09000032
"Abel & Cole","Food products",250-999,SW17 0HB,E09000024
"Havas London","Other personal services",50-249,N1C 4AG,E09000007
"Stroud Brewery","Beverages",10-49,GL5 2BY,E07000082
"Brewgooder","Food products",1-9,G411EJ,S12000049
"The Forward Institute","Other professional, scientific & tech",10-49,wc2a 1hp,E09000001
"allplants","Food products",50-249,E17 5QJ,E09000031
"Resonance","Equity investing - Developed Markets",10-49,PL15 9LR,E06000052
"Wasafiri Consulting Limited","Management consultant - nonprofits",10-49,BN3 6AH,E06000043
"Beyond Green","Environmental consulting",1-9,EH2 4AX,S12000036
"Urban Foundry Ltd.","Management consultant - nonprofits",1-9,SA15AJ,W06000011
"Cafédirect PLC","Beverages",10-49,E2 8EX,E09000012
"innocent Drinks","Beverages",250-999,W10 5BU,E09000020
"Carbon Gold Ltd","Other/general wholesale trade",1-9,BS21 6SR,E06000024
"Apolitical Group Limited","Social networks & info sharing",10-49,SW1A 2EP,E09000033
"Just Move In","Call centers",10-49,BH2 5LP,E06000058
"Humankind Research","Advertising & market research",1-9,BN3 2PJ,E06000043
"Riz Boardshorts Ltd","Apparel",0,W6 0NS,E09000013
"Squeaky Clean Energy Limited","Other renewable energy installation",10-49,W1F 8WE,E09000033
"Invivo","Diagnostic services",10-49,GL5 2TE,E07000082
"Naked Ideas","Advertising & market research",1-9,SW1V 1PX,E09000033
"Omni Productions","Film, TV & music production",10-49,BS1 6XG,E06000023
"VivoPower International PLC","Other renewable energy installation",50-249,EC3A 7BA,E09000001
"Verco Advisory Services Limited","Environmental consulting",10-49,SN13 9TZ,E06000054
"Perform Green Limited","Management  consultant - for-profits",1-9,GL50 2UD,E07000078
"Toast Brewing","Beverages",1-9,NW1 3BF,E09000007
"Rubber Republic","Other professional, scientific & tech",1-9,BS1 4JZ,E06000023
"SYSTEMIQ Ltd","Other professional, scientific & tech",250-999,EC4V 5EQ,E09000001
"Tribe Impact Capital LLP","Investment advising",10-49,SW1Y 6LX,E09000033
"PROPER","Food products",10-49,N1 7SG,E09000012
"Finisterre","Apparel",50-249,TR5 0RD,E06000052
"Careershifters","Other education",1-9,WC1N 1NN,E09000007
"Danone UK","Food products",50-249,W4 5YG,E09000018
"Cally Lily Clinical Care/Callaly","Personal care products",10-49,NW3 5JJ,E09000007
"Easthall Farm at St Pauls Walden","Mixed Farming",1-9,SG48DJ,E07000099
"The Hub Kings Cross Ltd","Membership organizations",10-49,N1 9AB,E09000019
"TBL Services Ltd","Management  consultant - for-profits",1-9,LA1 4YQ,E07000121
"I.G. Advisors","Management consultant - nonprofits",1-9,N1 7LY,E09000012
"Greenheart Consulting","Environmental consulting",1-9,W1F 8GG,E09000033
"Brew Tea Company","Beverages",10-49,M17 1GA,E08000009
"Heart in Business Limited","Other personal services",0,NW3 4 QG,E09000007
"Simply Business UK","Other insurance services",250-999,EC2V 7NG,E09000001
"The Wilful Group","Other professional, scientific & tech",1-9,W1U 3DA,E09000033
"Beauty Kitchen UK Ltd","Personal care products",10-49,ML2 0EF,S12000050
"Ossa Organic","Food products",0,SW67JG,E09000013
"Red-Inc","Paper & paper products",1-9,BN17 7GA,E07000224
"Doisy & Dam Limited","Food products",1-9,SW8 5EL,E09000032
"Winnow","Computers & electronics",50-249,N1 6DA,E09000012
"Do Nation","Environmental consulting",1-9,CB22 5EG,E07000012
"Wholegrain Digital","Web portals",10-49,WC2R 1LA,E09000033
"C Level","Environmental consulting",0,BN19SB,E07000063
"Greenhouse Communications","Advertising & market research",50-249,BS1 6JG,E06000023
"Centor Insurance and Risk Management Ltd","Other insurance services",10-49,EC2M 2EF,E09000019
"twentyfifty Ltd","Management  consultant - for-profits",10-49,BA11 1DG,E06000066
"Kin&Co Enterprises Ltd","Management  consultant - for-profits",1-9,SE1 7PB,E09000022
"And Rising","Advertising & market research",10-49,NW1 9LS,E09000007
"Resource Futures","Environmental consulting",10-49,BS1 6XN,E06000023
